"StediId","PrimaryPayerId","DisplayName","Names","Aliases","EligibilityInquiry","EligibilityInquiryEnrollmentRequired","EligibilityInquiryEnrollmentType","EligibilityInquiryEnrollmentTimeframe","ClaimStatusInquiry","ClaimStatusInquiryEnrollmentRequired","ClaimStatusInquiryEnrollmentType","ClaimStatusInquiryEnrollmentTimeframe","ProfessionalClaim","ProfessionalClaimEnrollmentRequired","ProfessionalClaimEnrollmentType","ProfessionalClaimEnrollmentTimeframe","InstitutionalClaim","InstitutionalClaimEnrollmentRequired","InstitutionalClaimEnrollmentType","InstitutionalClaimEnrollmentTimeframe","DentalClaim","DentalClaimEnrollmentRequired","DentalClaimEnrollmentType","DentalClaimEnrollmentTimeframe","ClaimPaymentAdvice","ClaimPaymentAdviceEnrollmentRequired","ClaimPaymentEnrollmentType","ClaimPaymentEnrollmentTimeframe","CoordinationOfBenefits","CoordinationOfBenefitsEnrollmentRequired","CoordinationOfBenefitsEnrollmentType","CoordinationOfBenefitsEnrollmentTimeframe","ClaimAttachmentsSupport","ClaimAttachmentsSupportEnrollmentRequired","ClaimAttachmentEnrollmentType","ClaimAttachmentEnrollmentTimeframe","EmployerIdentificationNumbers","CoverageTypes","OperatingStates","PtanRequired","ParentPayerGroupId","WebsiteUrl"
"PDEZS","J1808","Pacific Coast Building Products","","J1808","false","false","","","false","false","","","true","false","","","true","false","","","false","false","","","true","true","ONE_CLICK","","false","false","","","false","false","","","","medical","","false","",""
"PDHIR","71065","Oklahoma Department of Corrections","Healthchoice Dept of Corrections and Rehab|Oklahoma DRS|Oklahoma Department of Corrections Department of Rehabilitative Services|Oklahoma Department of Rehabilitative Services","71065|7750","true","false","","","true","false","","","true","false","","","true","false","","","false","false","","","true","true","","","false","false","","","true","false","","","","dental|medical","OK","false","","https://oklahoma.gov"
"PDHIW","IHP21","IH Plans, Inc.","","IHP21","false","false","","","false","false","","","true","false","","","true","false","","","true","false","","","false","false","","","false","false","","","false","false","","","","dental|medical","","false","",""
"PDXDT","THS01","Texas HealthSpring","","THS01","false","false","","","false","false","","","true","false","","","true","false","","","false","false","","","false","false","","","false","false","","","false","false","","","","medical","","false","",""
"PEITK","RP062","MedStar Family Choice District of Columbia","MFC-DC|MedStar Family Care|MedStar Health","10844|4425|5550|77033|8819|DCMED|RP062","true","false","","","true","false","","","true","false","","","true","false","","","false","false","","","true","true","","","true","false","","","false","false","","","","dental|medical","DC","false","","https://www.medstarfamilychoicedc.com"
"PELMI","95241","AGIA Inc","","95241","true","false","","","false","false","","","false","false","","","false","false","","","false","false","","","false","false","","","false","false","","","false","false","","","","","","false","",""
"PEMIS","0002937","Anthem Blue Cross Blue Shield (Ohio Medicaid)","","0002937|14381|7071|9461|SKOH5","true","false","","","true","false","","","true","false","","","true","false","","","false","false","","","true","true","","","false","false","","","true","false","","","","medical|vision","","false","",""
"PESJI","RP118","Highmark Health Options West Virginia","HHO WV|Highmark Health Options|Highmark Inc.","1881|3957|RP118","true","false","","","false","false","","","true","false","","","true","false","","","false","false","","","true","true","","","false","false","","","false","false","","","","medical","","false","QOSPQ","https://www.highmark.com/health-options-wv"
"PESTA","CDCA1","Tricare Retiree Dental","Delta Dental Federal Employees Dental Program","CDCA1|DDPFS","true","false","","","false","false","","","false","false","","","false","false","","","false","false","","","false","false","","","false","false","","","false","false","","","","dental","","false","",""
"PETJE","19895","Atlantic Mutual Insurance","","19895","false","false","","","false","false","","","true","false","","","true","false","","","false","false","","","true","true","ONE_CLICK","","false","false","","","false","false","","","","medical","","false","",""
"PETNP","TPAC1","The Physicians Alliance Corporation","","TPAC1","false","false","","","false","false","","","true","false","","","false","false","","","false","false","","","false","false","","","false","false","","","false","false","","","","medical","","false","",""
"PEUXY","22287","CG United (Barbados Eastern Carribean)","Colonial Medical Eastern Carribean","22287","false","false","","","false","false","","","true","false","","","true","false","","","false","false","","","true","true","","","false","false","","","false","false","","","","","","false","",""
"PFAPX","J1911","ISurity","iSurity","J1911","false","false","","","false","false","","","true","false","","","false","false","","","false","false","","","false","false","","","false","false","","","false","false","","","","medical","","false","",""
"PFKXV","96385","UnitedHealthcare Community Plan - KS (KanCare)","UnitedHealthcare Community Plan - Kansas (KanCare)|UnitedHealthcare Community Plan / KS - KanCare|UnitedHealthcare Community Plan Kansas (KanCare)","10835|6283|96385","true","false","","","true","false","","","true","false","","","true","false","","","false","false","","","true","true","","","false","false","","","true","false","","","","dental|medical|vision","","false","FIVMG",""
"PFMZX","94998","FirstCare","FirstCare Star Medicaid","1656|5854|94998","true","false","","","false","false","","","true","false","","","true","false","","","false","false","","","true","true","","","false","false","","","false","false","","","","dental|medical","TX","false","","https://www.firstcare.com"
"PFTLN","83112","Apex Health","","83112|9223|APXHL","false","false","","","false","false","","","false","false","","","false","false","","","false","false","","","true","true","","","false","false","","","false","false","","","","","NC","false","",""
"PFVPB","13174","Montefiore Contract Management Organization","","13174|2817|MOCMO","false","false","","","false","false","","","true","false","","","true","false","","","false","false","","","false","false","","","false","false","","","false","false","","","","medical","","false","",""
"PFVWK","J1392","Tidewater Marine Western","","J1392","false","false","","","false","false","","","true","false","","","true","false","","","false","false","","","false","false","","","false","false","","","false","false","","","","medical","","false","",""
"PFVXC","66008","Passport Advantage","","1004|10367|66008|7829|PSPRT","true","false","","","true","false","","","true","false","","","true","false","","","false","false","","","true","true","ONE_CLICK","","false","false","","","false","false","","","","medical","","false","",""
"PGAXZ","52323","UCS Nebraska Plastics Group","","52323","false","false","","","false","false","","","true","false","","","true","false","","","false","false","","","false","false","","","false","false","","","false","false","","","","medical","","false","",""
"PGBPN","PHM10","Mission Community Independent Practice Association","Mission Community IPA|Pacific Health MSO","5871|PHM10","false","false","","","false","false","","","true","false","","","false","false","","","false","false","","","false","false","","","false","false","","","false","false","","","","medical","","false","",""
"PGEPN","R3499","Hope Select Care PACE","","R3499","false","false","","","false","false","","","true","false","","","true","false","","","true","false","","","true","true","","","false","false","","","false","false","","","","dental|medical","","false","",""
"PGKAK","31404","Provider Partners Health Plan Missouri","","16557|31404|5079|9126|PPHP_MO","true","false","","","true","false","","","true","false","","","true","false","","","false","false","","","true","true","ONE_CLICK","","false","false","","","false","false","","","","medical","","false","PYZHC",""
"PGKHC","PTX01","ProCare Texas","","3066|8468|PTX01","true","false","","","false","false","","","true","false","","","true","false","","","false","false","","","true","true","","","false","false","","","false","false","","","","medical","","false","",""
"PGQWR","27154","Arizona Priority Care Plus","","27154|6220","false","false","","","false","false","","","true","false","","","false","false","","","false","false","","","true","true","MULTI_STEP","HOURS","false","false","","","false","false","","","","medical","","false","",""
"PGRAJ","MHHNP","Memorial Hermann Health Insurance Company","Memorial Hermann Health Network|Memorial Hermann Health Solutions","3475|MHHNP|MHHNPMA","false","false","","","false","false","","","true","false","","","true","false","","","false","false","","","true","true","","","false","false","","","false","false","","","","medical","TX","false","",""
"PGSTV","IMGIN","International Medical Group","","1681|4876|IMGIN","false","false","","","false","false","","","true","false","","","true","false","","","false","false","","","false","false","","","false","false","","","false","false","","","","medical","","false","",""
"PGUDQ","MHP01","Metro Health Plan","","MHP01","true","false","","","false","false","","","false","false","","","false","false","","","false","false","","","false","false","","","false","false","","","false","false","","","","","","false","",""
"PGYUB","J1690","Adelanto School District California","Bear Valley Unified School District California|Cucamonga School District (California)|East San Gabriel Valley ROP (California)|San Bernardino County Superintendent of Schools California|Southern California Risk Management","J1690","false","false","","","false","false","","","true","false","","","true","false","","","false","false","","","true","true","ONE_CLICK","","false","false","","","false","false","","","","medical","","false","",""
"PHCYF","RKYMHP","Rocky Mountain Health Plans"," Colorado Rocky Mountain Health Plans|RHMP|Rocky Mountain Colorado|Rocky Mountain HMO","3556|7470|840614905|QNRKF|RKYMHP|RMHMO|RMHP|SX141","true","false","","","false","false","","","true","false","","","true","false","","","false","false","","","true","true","ONE_CLICK","WEEKS","false","false","","","false","false","","","","dental|medical","","false","","https://www.rmhp.org"
"PHEGA","APA02","AmeriHealth Caritas VIP Care","","11152|AMVIP|APA02","true","false","","","true","false","","","false","false","","","false","false","","","false","false","","","false","false","","","false","false","","","false","false","","","","","","false","",""
"PHKHA","BKRFM","Bakersfield Family Medical Center","","4241|6614|BKRFM","false","false","","","false","false","","","true","false","","","true","false","","","false","false","","","false","false","","","false","false","","","false","false","","","","medical","","false","",""
"PHMHA","81883","Municipal Health Benefit Program","Arkansas Municipal League|Municipal Health Benefit Fund","10687|2167|81883|MNHBF","true","false","","","true","false","","","true","false","","","true","false","","","false","false","","","true","true","","","false","false","","","false","false","","","","dental|medical","AR","false","","https://www.armunileague.org"
"PHMJY","82056","Custom Design Benefits","","00053|2103|5936|82056","false","false","","","false","false","","","true","false","","","true","false","","","false","false","","","true","true","ONE_CLICK","DAYS","false","false","","","false","false","","","","medical","","false","","https://www.customdesignbenefits.com"
"PHNTE","ASRM1","ASRM","ASRM LLC","2689|5230|ASRM1","false","false","","","false","false","","","true","false","","","true","false","","","false","false","","","true","true","MULTI_STEP","HOURS","false","false","","","false","false","","","","medical","","false","",""
"PHOST","TH071","American Medical Association Insurance Agency","AMA Insurance Agency","5245|8933|AMAIA|TH071","false","false","","","false","false","","","false","false","","","true","false","","","false","false","","","true","true","","","false","false","","","false","false","","","","medical","","false","",""
"PHRMB","95567","Health Net Claims (California Oregon)","","06108|2855|6514|95567|95567MA|HNNC|NTRSH|Z1378","true","false","","","false","false","","","true","false","","","true","false","","","false","false","","","true","true","MULTI_STEP","","true","false","","","false","false","","","","dental|medical","","false","",""
"PHTYV","CAS89","Coastal Administrative Services (CAS)","","3022|8271|CAS89|DX007","false","false","","","false","false","","","true","false","","","true","false","","","false","false","","","true","true","","","false","false","","","false","false","","","","dental|medical","","false","",""
"PHWNP","00403","Healthy Blue South Carolina","BlueChoice HealthPlan Medicaid|BlueCross BlueShield of South Carolina","00403|10504|14463|2121|5953|A0403|SB885|Z1248","true","false","","","true","false","","","true","false","","","true","false","","","false","false","","","true","true","ONE_CLICK","INSTANT","false","false","","","false","false","","","","medical","","false","",""
"PHYVG","24074","Ohio Casualty Group","","24074","false","false","","","false","false","","","true","false","","","true","false","","","false","false","","","true","true","ONE_CLICK","","false","false","","","false","false","","","","medical","","false","",""
"PIWXL","23071","Alliance Health","Alliance Behavioral Healthcare","23071|6463","true","false","","","false","false","","","true","true","","","true","true","","","false","false","","","true","true","MULTI_STEP","","false","false","","","false","false","","","","dental|medical|vision","NC","false","","https://www.alliancehealthplan.org"
"PJBXD","660202379","Plan de Bienestar UTM-PRSSA","","660202379|8736","true","false","","","false","false","","","true","false","","","true","false","","","false","false","","","false","false","","","false","false","","","false","false","","","","medical","","false","",""
"PJDWK","19046","Travelers","The Travelers Companies, Inc.|Travelers Casualty Insurance Company Of America","19046","false","false","","","false","false","","","true","false","","","true","false","","","false","false","","","true","true","ONE_CLICK","","false","false","","","false","false","","","","medical","","false","",""
"PJEGK","CCPN1","Coastal Community Physician Network (CCPN) (Regal)","","6726|CCPN1","false","false","","","false","false","","","true","false","","","true","false","","","false","false","","","false","false","","","false","false","","","false","false","","","","medical","","false","",""
"PJIRK","J1341","LUBA Casualty Insurance Company","","J1341","false","false","","","false","false","","","true","false","","","true","false","","","false","false","","","true","true","ONE_CLICK","","false","false","","","false","false","","","","medical","","false","",""
"PJMDT","246","Highmark Blue Cross Blue Shield (NY) - Medicaid and CHP","BCBS Western New York Medicaid/CHP|Highmark Blue Cross Blue Shield (New York) - Medicaid and CHP","00246|1169|246|2516|44911|BWNYMC","true","false","","","true","false","","","true","false","","","true","false","","","false","false","","","true","true","ONE_CLICK","INSTANT","false","false","","","true","false","","","","medical","","false","",""
"PJQXO","00882","Medicare Railroad","","00882|1443|C00882|RRWMC|SRRGA","true","true","ONE_CLICK","HOURS","false","false","","","true","true","","","false","false","","","false","false","","","true","true","MULTI_STEP","WEEKS","false","false","","","false","false","","","","dental|medical","","true","",""
"PJUHN","75296","The Zero Card","","75296|8754","false","false","","","false","false","","","true","false","","","true","false","","","false","false","","","false","false","","","false","false","","","false","false","","","","medical","","false","",""
"PJVJC","QKTRP","QuikTrip Corporation","","10508|QKTRP","true","false","","","false","false","","","false","false","","","false","false","","","false","false","","","false","false","","","false","false","","","false","false","","","","","","false","",""
"PJXWD","43091","Delta Dental of South Carolina","","14434|43091","true","false","","","false","false","","","false","false","","","false","false","","","false","false","","","true","true","","","false","false","","","false","false","","","","dental","","false","",""
"PJYRJ","J1609","QPS Employment Group","","J1609","false","false","","","false","false","","","true","false","","","true","false","","","false","false","","","true","true","ONE_CLICK","","false","false","","","false","false","","","","medical","","false","",""
"PJZGH","08680","Container Graphics Corporation","","08680","false","false","","","false","false","","","true","false","","","true","false","","","false","false","","","false","false","","","false","false","","","false","false","","","","medical","","false","",""
"PKBTE","K7JVHL","McLaren Health Plan (K7) - JVHL","McLaren Health Plan (K7) - Joint Venture Hospital Laboratory","4795|5929|JVHK7|K7JVHL|K7JVL","false","false","","","false","false","","","true","true","","","true","true","","","false","false","","","true","true","","","false","false","","","false","false","","","","medical","","false","",""
"PKFAN","13189","Meridian (Illinois)","Meridian Health Plan|Meridian Health Plan Illinois|Meridian Health Plan Illinois Complete|Meridian Health Plan Illinois Medicaid|YouthCare HealthChoice Illinois","10644|13189|14340|14520|4777|9102|MCCIL|MERIL|MHPIL|MHPILMA","true","false","","","false","false","","","true","false","","","true","false","","","false","false","","","true","true","","","false","false","","","false","false","","","","dental|medical","","false","RZIUK","https://www.ilmeridian.com"
"PKHEU","J1035","Central Hockey League","","J1035","false","false","","","false","false","","","true","false","","","true","false","","","false","false","","","true","true","ONE_CLICK","","false","false","","","false","false","","","","medical","","false","",""
"PKTHP","DESRT","Desert Medical Group","Desert Oasis Healthcare (DOHC) (Regal)|Oasis Independent Practice Association (Regal)","3285|DESRT","false","false","","","false","false","","","true","false","","","false","false","","","false","false","","","false","false","","","false","false","","","false","false","","","","medical","","false","",""
"PKWKY","TLW33","Western Pennsylvania Teamsters Fund","","TLW33","true","false","","","false","false","","","false","false","","","false","false","","","false","false","","","false","false","","","false","false","","","false","false","","","","","","false","",""
"PKXKN","23281","UPMC Health Plan","UPMC Dental Advantage|UPMC Health Plan (TriState)|University of Pittsburgh Medical Center Dental Advantage|University of Pittsburgh Medical Center Health Plan","10288|23281|23281MA|23281MAP|2803|7543|95216|U3281|UPMC|UPMCD","true","false","","","true","false","","","true","false","","","true","false","","","true","false","","","true","true","MULTI_STEP","","true","false","","","false","false","","","","dental|medical|vision","OH|PA","false","SHQYG","https://www.upmchealthplan.com"
"PKZCH","R3465","Esperanza PACE","","R3465","false","false","","","false","false","","","true","false","","","true","false","","","false","false","","","true","true","ONE_CLICK","","false","false","","","false","false","","","","medical","","false","",""
"PLRMF","A7637","Snedeker Risk Management","","1891|3964|A7637","false","false","","","false","false","","","true","false","","","true","false","","","true","false","","","true","true","ONE_CLICK","","false","false","","","false","false","","","","dental|medical","","false","",""
"PLSFM","31145","American Health Advantage Utah","American Health Advantage Idaho","14530|31145|7047|9429","true","false","","","false","false","","","true","false","","","true","false","","","false","false","","","true","true","","","false","false","","","false","false","","","","medical","","false","",""
"PLTZL","66009","Clear Spring Health","Clear Spring Health Care|Clear Spring Health Illinois","66009","false","false","","","false","false","","","false","false","","","false","false","","","false","false","","","true","true","","","false","false","","","false","false","","","","","IL","false","","https://clearspringhealthcare.com"
"PLUIY","J1695","National American Insurance Company (NAICO)","","J1695","false","false","","","false","false","","","true","false","","","true","false","","","false","false","","","true","true","ONE_CLICK","","false","false","","","false","false","","","","medical","","false","",""
"PMADJ","49984","Business Administrators & Consultants","","00389|49984|DX090","true","false","","","false","false","","","true","false","","","true","false","","","true","false","","","true","true","ONE_CLICK","DAYS","false","false","","","false","false","","","","dental|medical","","false","",""
"PMQRY","MQ027","Medequip Inc","","MQ027","false","false","","","false","false","","","true","false","","","false","false","","","false","false","","","false","false","","","false","false","","","false","false","","","","medical","","false","",""
"PMTSR","37275","Missoula County Medical Benefits","Missoula County Medical Benefits Plan","3446|37275","false","false","","","false","false","","","true","false","","","true","false","","","false","false","","","true","true","","","false","false","","","false","false","","","","medical","","false","",""
"PMTZN","J1590","GuideOne Elite Insurance","","J1590","false","false","","","false","false","","","true","false","","","true","false","","","false","false","","","true","true","ONE_CLICK","","false","false","","","false","false","","","","medical","","false","",""
"PMYKL","J1680","City of Fort Worth (Texas)","","J1680","false","false","","","false","false","","","true","false","","","true","false","","","false","false","","","true","true","ONE_CLICK","","false","false","","","false","false","","","","medical","","false","",""
"PMZIR","BCAFD","Blue Cross Blue Shield FEP BlueDental","DeCare FEP Dental","BCAFD","true","false","","","false","false","","","false","false","","","false","false","","","true","false","","","true","true","ONE_CLICK","INSTANT","false","false","","","true","false","","","","dental","","false","",""
"PNJFN","J1495","Western National Insurance Group","","J1495","false","false","","","false","false","","","true","false","","","true","false","","","false","false","","","true","true","ONE_CLICK","","false","false","","","false","false","","","","medical","","false","",""
"PNKDM","60058","Hennepin Health","","1566|2787|60058","true","false","","","true","false","","","true","false","","","true","false","","","false","false","","","true","true","ONE_CLICK","","false","false","","","false","false","","","","medical","MN","false","","https://www.hennepinhealth.org"
"PNMDV","CGHMO","Cigna Dental (HMO)","","CGHMO","true","false","","","false","false","","","false","false","","","false","false","","","false","false","","","false","false","","","false","false","","","false","false","","","","dental|medical|vision","","false","",""
"PNPKG","J1659","State of North Carolina","","J1659","false","false","","","false","false","","","true","false","","","true","false","","","false","false","","","true","true","ONE_CLICK","","false","false","","","false","false","","","","medical","NC","false","",""
"PNTQR","J1502","Aramark","","J1502","false","false","","","false","false","","","true","false","","","true","false","","","false","false","","","true","true","ONE_CLICK","","false","false","","","false","false","","","","medical","","false","",""
"POEXK","SMPLY","Simply Healthcare","Simply Healthcare Plans, Inc.|Wellpoint","10826|1096|27094|8124|SMPLH|SMPLY|SMPLYMA","true","false","","","true","false","","","true","false","","","true","false","","","false","false","","","true","true","ONE_CLICK","INSTANT","false","false","","","false","false","","","","medical","FL","false","VJLBL","https://provider.simplyhealthcareplans.com"
"POFOA","68013","John Muir Trauma Physicians","","4271|68013","false","false","","","false","false","","","true","false","","","false","false","","","false","false","","","false","false","","","false","false","","","false","false","","","","medical","","false","",""
"POPTC","101222","Care Management Company","","101222","true","false","","","false","false","","","false","false","","","false","false","","","false","false","","","false","false","","","false","false","","","false","false","","","","","","false","",""
"POSQK","10311","CoreSource (FMH)","CoreSource (Free-standing Medical Hospital)|Medicare Tennessee Part A","10311|CORSE00204|MEDX","true","true","ONE_CLICK","HOURS","true","false","","","false","false","","","true","true","","","false","false","","","false","false","","","false","false","","","false","false","","","","dental|medical","","false","",""
"POSXG","40026","HealthSCOPE Benefits","HealthSCOPE","40026|8011|9725","true","false","","","false","false","","","true","false","","","true","false","","","false","false","","","true","true","MULTI_STEP","HOURS","false","false","","","true","false","","","","medical|vision","","false","","https://hsb.tpa.com"
"POSZE","A7000","AmeriHealth Caritas VIP Care Delaware Dual Special Needs Plan","AmeriHealth Caritas VIP Care Delaware DSNP","A7000","true","false","","","true","false","","","false","false","","","false","false","","","false","false","","","false","false","","","false","false","","","false","false","","","","","","false","",""
"POTBF","A0235","Texas A&M","","A0235","false","false","","","false","false","","","true","false","","","true","false","","","false","false","","","true","true","ONE_CLICK","","false","false","","","false","false","","","","medical","","false","",""
"POWYG","J1080","Landstar BCO Workers' Compensation Program","","J1080","false","false","","","false","false","","","true","false","","","true","false","","","false","false","","","true","true","ONE_CLICK","","false","false","","","false","false","","","","medical","","false","",""
"POYUE","128FL","Aetna Better Health Florida","Aetna Better Health of Florida|Coventry Health Care of Florida","11099|128FL|20488|7265|8678|ABHFL","true","false","","","true","false","","","true","false","","","true","false","","","false","false","","","true","true","","","false","false","","","true","false","","","","dental|medical","","false","",""
"POZGS","23856","Touchstone Health PSO","Touchstone Health Professional Service Organization","23856","false","false","","","false","false","","","true","false","","","true","false","","","false","false","","","false","false","","","false","false","","","false","false","","","","medical","","false","",""
"PQEUM","J1117","Wyman-Gordon Companies","Wyman Gordon Companies","J1117","false","false","","","false","false","","","true","false","","","true","false","","","false","false","","","true","true","ONE_CLICK","","false","false","","","false","false","","","","medical","","false","",""
"PQGTF","PAOH1","Perennial Advantage of Ohio","","16610|5077|9123|PAOH1","true","false","","","false","false","","","true","false","","","true","false","","","false","false","","","true","true","ONE_CLICK","","false","false","","","false","false","","","","medical","","false","YLGZY",""
"PQNSD","IHS21","Covet Health","NextPA","00385|1861|3909|IHS21","false","false","","","false","false","","","true","false","","","true","false","","","false","false","","","true","true","ONE_CLICK","DAYS","false","false","","","false","false","","","","medical","","false","",""
"PQTRT","CX100","Southwest Service Administrators","","CX100","false","false","","","false","false","","","true","false","","","true","false","","","true","false","","","true","true","MULTI_STEP","","false","false","","","false","false","","","","dental","","false","",""
"PQXEX","36389","Rush Prudential HMO","Rush Prudential Health Maintenance Organization","36389|4144|7949","false","false","","","false","false","","","true","false","","","true","false","","","false","false","","","false","false","","","false","false","","","false","false","","","","medical","","false","",""
"PRCBL","AGL01","Sequoia Health IPA","Sequoia Health Independent Practice Association","AGL01","false","false","","","false","false","","","true","false","","","true","false","","","false","false","","","true","true","","","false","false","","","false","false","","","","medical","","false","",""
"PREPY","412MP","MedPartners","","412MP|6148","false","false","","","false","false","","","true","false","","","true","false","","","false","false","","","true","true","","","false","false","","","false","false","","","","medical","","false","",""
"PRSBM","87065","MBA Wyoming","Prodegi Corporate Benefit Services","00240|1923|2267|87065","false","false","","","false","false","","","true","false","","","true","false","","","false","false","","","true","true","ONE_CLICK","DAYS","false","false","","","false","false","","","","medical","","false","",""
"PSBWG","AMTAS00425","Ameritas","","10020|AMTAS00425","true","false","","","true","false","","","false","false","","","false","false","","","false","false","","","false","false","","","false","false","","","false","false","","","","dental","","false","",""
"PSFPA","J1599","Innovative Claim Solutions (ICS) Rancho Cordova","","J1599","false","false","","","false","false","","","true","false","","","true","false","","","false","false","","","true","true","ONE_CLICK","","false","false","","","false","false","","","","medical","","false","",""
"PSITZ","45052","New York State Insurance Fund (NYSIF)","","45052","false","false","","","false","false","","","true","false","","","false","false","","","false","false","","","false","false","","","false","false","","","false","false","","","","medical","","false","",""
"PSKUE","37281","Mid America Associates Incorporated","Mid-America Associates, Inc.","37281|5294","false","false","","","false","false","","","true","false","","","true","false","","","false","false","","","true","true","MULTI_STEP","HOURS","false","false","","","false","false","","","","medical","","false","",""
"PSPGX","J1009","Ryder Services Incorporated","","660407821|J1009","true","false","","","false","false","","","true","false","","","true","false","","","false","false","","","false","false","","","false","false","","","false","false","","","","medical","","false","",""
"PTCZO","J1959","Hillshire Brands","","J1959","false","false","","","false","false","","","true","false","","","true","false","","","false","false","","","true","true","ONE_CLICK","","false","false","","","false","false","","","","medical","","false","",""
"PTLKZ","10967","Sharp Health Plan","","10967|7226|8643|SHARP|SHP01|SHP102","true","false","","","true","false","","","true","false","","","true","false","","","false","false","","","true","true","ONE_CLICK","","false","false","","","false","false","","","","medical","CA","false","","https://www.sharphealthplan.com"
"PUJSB","J1065","Evolution Insurance Company","","J1065","false","false","","","false","false","","","true","false","","","true","false","","","false","false","","","true","true","ONE_CLICK","","false","false","","","false","false","","","","medical","","false","",""
"PUMDX","IEXNV","Imperial Health Nevada","","IEXNV","false","false","","","false","false","","","true","false","","","true","false","","","false","false","","","false","false","","","false","false","","","false","false","","","","medical","","false","",""
"PUNDL","07503","University Physicians Healthcare Group","","07503","false","false","","","false","false","","","true","false","","","false","false","","","false","false","","","true","true","","","false","false","","","false","false","","","","medical","","false","",""
"PUOQK","PCFAD","Pacific Administrators","","00184|9253|PCFAD","false","false","","","false","false","","","true","false","","","false","false","","","false","false","","","true","true","ONE_CLICK","DAYS","false","false","","","false","false","","","","medical","","false","",""
"PUSOM","J1853","Farm Bureau Mutual Insurance Company (Minnesota Only)","","J1853","false","false","","","false","false","","","true","false","","","true","false","","","false","false","","","false","false","","","false","false","","","false","false","","","","medical","","false","",""
"PUXFC","89486","Prosperity Life Group","S USA Life Insurance Company|S.USA Life Insurance Company|SBLI USA Life Insurance Company","11163|8033|89486|9749|Z96288","true","false","","","false","false","","","true","false","","","true","false","","","false","false","","","true","true","","","false","false","","","false","false","","","","dental|medical|vision","","false","LZRNA",""
"PUZOZ","100928","Standard Life and Accident Insurance Company","","01758|100928|10593|13411|5620|6255|73099|89009|AMTAS00430|PVEOH|SLAIC","true","false","","","true","false","","","true","false","","","true","false","","","false","false","","","true","true","ONE_CLICK","","false","false","","","false","false","","","","medical","","false","",""
"PVBKR","11303","MagnaCare","","10867|11303|1704|1989|DX126|MAGNA|MAGNT","true","false","","","true","false","","","true","false","","","true","false","","","false","false","","","true","true","MULTI_STEP","","false","false","","","false","false","","","","dental|medical","","false","",""
"PVDQJ","CX056","Pacific Union (California)","","CX056","true","false","","","false","false","","","false","false","","","false","false","","","false","false","","","false","false","","","false","false","","","false","false","","","","dental","","false","",""
"PVYNT","45408","AmeriHealth Caritas Next Florida","AmeriHealth Caritas Next - Product of AmeriHealth Caritas Florida|AmeriHealth Caritas Next, a product of AmeriHealth Caritas Florida","15550|45408|7044|9427|A8233|ACNFL|IRGXY","true","false","","","true","false","","","true","false","","","true","false","","","false","false","","","true","true","","","false","false","","","true","false","","","","medical","","false","",""
"PWBGS","J1550","Allied Insurance Companies","AMCO Insurance Company|Allied Property and Casualty Insurance Company|Crestbrook Insurance Company|Depositors Insurance Company","J1550","false","false","","","false","false","","","true","false","","","true","false","","","false","false","","","true","true","ONE_CLICK","","false","false","","","false","false","","","","medical","","false","",""
"PWETJ","J1071","Household Merch National Nursing Institute","Household Merchandising NNI","J1071","false","false","","","false","false","","","true","false","","","true","false","","","false","false","","","true","true","ONE_CLICK","","false","false","","","false","false","","","","medical","","false","",""
"PWITK","11302","Medicare Virginia Part B","Palmetto GBA (PGBA) - Virginia","11302|1442|SMVA0|VAMCR","true","true","ONE_CLICK","HOURS","false","false","","","true","true","","","false","false","","","false","false","","","true","true","","","false","false","","","false","false","","","","medical","","false","",""
"PWYKI","MPM53","Valley Presbyterian Hospital","","7006|9288|MPM53","false","false","","","false","false","","","true","false","","","true","false","","","false","false","","","true","true","","","false","false","","","false","false","","","","medical","","false","",""
"PXENL","J1931","Carhartt","","J1931","false","false","","","false","false","","","true","false","","","true","false","","","false","false","","","true","true","ONE_CLICK","","false","false","","","false","false","","","","medical","","false","",""
"PXLSY","88537","Hometown Health Providers","","10335|88537","true","false","","","true","false","","","false","false","","","false","false","","","false","false","","","false","false","","","false","false","","","false","false","","","","medical","","false","",""
"PXMAZ","MMS01","American Health Advantage of Missouri","Medicare American Health Advantage of Missouri (formerly Missouri Select)","7280|8987|MMS01","false","false","","","false","false","","","true","false","","","true","false","","","false","false","","","true","true","","","false","false","","","false","false","","","","medical","","false","",""
"PXUJX","11015","Physicians Health Plan Mid Michigan","","11015","true","false","","","true","false","","","false","false","","","false","false","","","false","false","","","false","false","","","true","false","","","false","false","","","","dental|medical","","false","",""
"PYBPF","J1521","Key Risk Management Services LLC","","00205|J1521","false","false","","","false","false","","","true","false","","","true","false","","","false","false","","","true","true","ONE_CLICK","DAYS","false","false","","","false","false","","","","medical","","false","",""
"PYEDE","98654","HealthWorx","","98654","false","false","","","false","false","","","true","false","","","false","false","","","false","false","","","false","false","","","false","false","","","false","false","","","","medical","","false","",""
"PYEIO","13265","MetroPlusHealth","MetroPlus Health Plan","10846|13265|13265MA|2296|METPL","true","false","","","true","false","","","true","false","","","true","false","","","false","false","","","true","true","ONE_CLICK","","false","false","","","false","false","","","","dental|medical","NY","false","","https://metroplus.org"
