"StediId","PrimaryPayerId","DisplayName","Names","Aliases","EligibilityInquiry","EligibilityInquiryEnrollmentRequired","EligibilityInquiryEnrollmentType","EligibilityInquiryEnrollmentTimeframe","ClaimStatusInquiry","ClaimStatusInquiryEnrollmentRequired","ClaimStatusInquiryEnrollmentType","ClaimStatusInquiryEnrollmentTimeframe","ProfessionalClaim","ProfessionalClaimEnrollmentRequired","ProfessionalClaimEnrollmentType","ProfessionalClaimEnrollmentTimeframe","InstitutionalClaim","InstitutionalClaimEnrollmentRequired","InstitutionalClaimEnrollmentType","InstitutionalClaimEnrollmentTimeframe","DentalClaim","DentalClaimEnrollmentRequired","DentalClaimEnrollmentType","DentalClaimEnrollmentTimeframe","ClaimPaymentAdvice","ClaimPaymentAdviceEnrollmentRequired","ClaimPaymentEnrollmentType","ClaimPaymentEnrollmentTimeframe","CoordinationOfBenefits","CoordinationOfBenefitsEnrollmentRequired","CoordinationOfBenefitsEnrollmentType","CoordinationOfBenefitsEnrollmentTimeframe","ClaimAttachmentsSupport","ClaimAttachmentsSupportEnrollmentRequired","ClaimAttachmentEnrollmentType","ClaimAttachmentEnrollmentTimeframe","EmployerIdentificationNumbers","CoverageTypes","OperatingStates","PtanRequired","ParentPayerGroupId","WebsiteUrl"
"ABHDB","CHPWA","Community Health Plan of Washington","CHPW","10329|1927|3445|CHPWA|CHPWAMA|SB613|WACHP","true","false","","","true","false","","","true","false","","","true","false","","","false","false","","","true","true","ONE_CLICK","","false","false","","","false","false","","","","dental|medical","WA","false","","https://www.chpw.org"
"ABZYT","HCHHP","Healthcare Highways Health Plan","HCH Health Plan|Healthcare Highways","1280|3087|6526|8713|HCH01|HCHHP|PEVTQ","false","false","","","false","false","","","true","false","","","true","false","","","false","false","","","false","false","","","false","false","","","false","false","","","","medical","","false","","https://www.healthcarehighways.com"
"ACFNZ","GNMMD1","Blue Cross Community Centennial","","1243|14296|4570|GNMMD1|MC721","true","false","","","true","false","","","true","false","","","true","false","","","false","false","","","true","true","","","false","false","","","false","false","","","","medical","","false","",""
"ACIRL","11003","Medicare Virginia Part A","Medicare West Virginia Part A|Palmetto GBA (PGBA) - Virginia","11003|IMVA0|IMWV0","true","true","ONE_CLICK","HOURS","false","false","","","false","false","","","true","true","","","false","false","","","true","true","MULTI_STEP","","false","false","","","false","false","","","","medical","","false","",""
"ACTZY","22189","Delta Dental of New Jersey","Delta Dental of Connecticut","00372|10719|10727|22189","true","false","","","false","false","","","false","false","","","false","false","","","false","false","","","true","true","ONE_CLICK","DAYS","false","false","","","false","false","","","","dental","","false","AKHYL",""
"ACYZY","34171","FrontPath Health Coalition","FrontPath Coalition","1966|2299|34171","false","false","","","false","false","","","true","false","","","true","false","","","false","false","","","false","false","","","false","false","","","false","false","","","","medical","","false","","https://frontpathcoalition.com"
"ADLVJ","WCHGF","Washington General Fund","","WCHGF","false","false","","","false","false","","","true","false","","","true","false","","","false","false","","","false","false","","","false","false","","","false","false","","","","","","false","",""
"ADNKL","54154","Sentara Health Plans","Optima Health Behavioral Health|Optima Health Community Care|Sentara Behavioral Health Services|Sentara Health Administration|Sentara Health Insurance Company|Sentara Health Management","00453|10477|1285|54154|54154MA|5415M|7499|OPTSNT|ULACG|VACMS|YEXEB","true","false","","","true","false","","","true","true","","","true","true","","","false","false","","","true","true","MULTI_STEP","HOURS","false","false","","","false","false","","","","dental|medical","","false","FKWIM","https://www.sentarahealthplans.com"
"ADQVY","R3478","Chinatown Service Centre","","R3478","false","false","","","false","false","","","true","false","","","true","false","","","false","false","","","true","true","ONE_CLICK","","false","false","","","false","false","","","","medical","","false","",""
"ADQWR","89425","Edison Revolution","","89425","false","false","","","false","false","","","true","false","","","true","false","","","false","false","","","false","false","","","false","false","","","false","false","","","","medical","","false","",""
"ADTWS","10122","MAMSI Health Plan","Mid-Atlantic Medical Services, Inc. Health Plan","10122|MAMSI","true","false","","","true","false","","","false","false","","","false","false","","","false","false","","","false","false","","","false","false","","","false","false","","","","","","false","",""
"ADUBW","CWSTL","Carpenters Benefit Plan","Carpenters Health And Welfare Trust Funds|Carpenters Health and Welfare Trust Fund of St Louis","11161|8846|CARHLT|CWSTL|TLW06","true","false","","","false","false","","","false","false","","","false","false","","","false","false","","","true","true","","","false","false","","","false","false","","","","","","false","",""
"ADZAT","J1046","Coworx Staffing LLC","CoWorx Staffing LLC","J1046","false","false","","","false","false","","","true","false","","","true","false","","","false","false","","","true","true","ONE_CLICK","","false","false","","","false","false","","","","medical","","false","",""
"AEAEN","TP019","Berkley Specialty Underwriters","","TP019","false","false","","","false","false","","","true","false","","","true","false","","","false","false","","","true","true","ONE_CLICK","","false","false","","","false","false","","","","medical","","false","",""
"AEKJM","57080","ClaimsWare Incorporated (ManageMed)","CWI Benefits, Inc.","57080","false","false","","","false","false","","","true","false","","","true","false","","","false","false","","","true","true","","","false","false","","","false","false","","","","medical","","false","",""
"AEXVB","J4258","Charles Taylor","","J4258","false","false","","","false","false","","","true","false","","","true","false","","","false","false","","","false","false","","","false","false","","","false","false","","","","","","false","",""
"AFBPR","J1457","CVS Caremark Minute Clinic","","J1457","false","false","","","false","false","","","true","false","","","true","false","","","false","false","","","true","true","ONE_CLICK","","false","false","","","false","false","","","","medical","","false","",""
"AFCLF","AFLAC","AFLAC","AFLAC Dental|Aflac","10398|3056|8428|ABS01|AFGRP|AFLAC","true","false","","","false","false","","","false","false","","","false","false","","","false","false","","","true","true","","","false","false","","","false","false","","","","dental","","false","",""
"AFLEJ","81400","All Savers","All Savers Alternate Funding|All Savers Insurance|All Savers Life Insurance Company|American Medical Security|PacifiCare Health|UnitedHealthOne|UnitedHealthOne PacifiCare Life and Health|UnitedHealthOne UnitedHealthcare Life Insurance Company|UnitedHealthcare All Savers Insurance|UnitedHealthcare Life Insurance Company","10829|11027|1941|7481|81400|ALLSA|AMMEDS","true","false","","","true","false","","","true","false","","","true","false","","","false","false","","","true","true","","","false","false","","","false","false","","","","dental|medical","","false","FIVMG",""
"AFOQD","35164","Sagamore Health Network","","35164|6464","false","false","","","false","false","","","true","false","","","true","false","","","false","false","","","false","false","","","false","false","","","false","false","","","","medical","","false","",""
"AFQTI","SB806","Excellus Blue Cross Blue Shield New York Utica Watertown","Excellus BCBS New York Utica Watertown","00806|10470|806|SB806","true","false","","","true","false","","","true","false","","","true","false","","","false","false","","","true","true","MULTI_STEP","","false","false","","","false","false","","","","dental|medical","","false","",""
"AFUCO","AC101","AllCare Independent Practice Association","AllCare IPA","7247|AC101","false","false","","","false","false","","","true","false","","","false","false","","","false","false","","","true","true","","","false","false","","","false","false","","","","medical","OR","false","",""
"AFYZL","51020","Integra Administrative Group","","11054|51020|6651|6754|INTAG","true","false","","","true","false","","","true","false","","","true","false","","","true","false","","","true","true","","","false","false","","","false","false","","","","dental|medical","","false","","https://integratpa.com"
"AGBDX","00230","Blue Cross Blue Shield Mississippi","BCBS Mississippi","00230|100041|10040|2415|BCMS|CBMS1|MSBCBS|MSBLS|SB730|SB732|TBS03","true","false","","","true","false","","","true","true","","","true","true","","","true","true","","","true","true","ONE_CLICK","WEEKS","false","false","","","false","false","","","","dental|medical|vision","","false","JCSKZ",""
"AGCUT","MV440","Sendero Health Plans","MediView Sendero IdealCare|Sendero","8104|MV440","false","false","","","false","false","","","true","false","","","true","false","","","false","false","","","true","true","ONE_CLICK","","false","false","","","false","false","","","","medical","","false","","https://senderohealth.com"
"AGDGS","NMM04","AlphaCare Medical Group","","3000|8247|ACMG1|NMM04","false","false","","","false","false","","","true","false","","","true","false","","","false","false","","","true","true","","","false","false","","","false","false","","","","medical","","false","",""
"AGIGZ","92645","Auxiant","AuxiantHealth|Midwest Health Partners|Valenz Health|WPS|Wisconsin Physicians Service Insurance Corporation","4092|8833|92645","true","false","","","false","false","","","true","false","","","true","false","","","false","false","","","false","false","","","false","false","","","false","false","","","","medical","","false","","https://www.auxiant.com"
"AGIPK","47076","Regional Care Incorporated","","15537|2967|3266|47076","true","true","","","false","false","","","true","false","","","true","false","","","false","false","","","true","true","","","false","false","","","false","false","","","","medical","","false","",""
"AGKBN","52876","Share HealthCare","","52876","false","false","","","false","false","","","true","false","","","true","false","","","false","false","","","false","false","","","false","false","","","false","false","","","","medical","","false","",""
"AGLFM","MMFCS","MemorialCare Medical Foundation (Cap Services)","","MMFCS","false","false","","","false","false","","","true","false","","","true","false","","","false","false","","","true","true","","","false","false","","","false","false","","","","medical","","false","",""
"AGUZB","20805","Marrick Mement Finance","","20805|3555|6434","false","false","","","false","false","","","true","false","","","true","false","","","false","false","","","true","true","","","false","false","","","false","false","","","","","","false","",""
"AHBZT","NCHINS","Evolent Specialty Institutional","","NCHINS","false","false","","","false","false","","","false","false","","","true","false","","","false","false","","","false","false","","","false","false","","","false","false","","","","medical","","false","",""
"AHFDN","77149","B Smart Health Solutions","BENEFITSMART","1848|77149","false","false","","","false","false","","","true","false","","","false","false","","","false","false","","","false","false","","","false","false","","","false","false","","","","medical","","false","",""
"AHILO","38308","Christian Brothers Services","","10908|38308|4674|6202|CBSAB|CBSER","true","false","","","false","false","","","true","false","","","true","false","","","true","false","","","true","true","MULTI_STEP","HOURS","false","false","","","false","false","","","","dental|medical|vision","","false","",""
"AIADA","30506","Electric Welfare Trust Fund","","30506|9173","false","false","","","false","false","","","true","false","","","false","false","","","false","false","","","false","false","","","false","false","","","false","false","","","","dental|medical","","false","",""
"AIDIP","66701","Group Marketing Services","","66701|8253","false","false","","","false","false","","","true","false","","","true","false","","","true","false","","","true","true","MULTI_STEP","","false","false","","","false","false","","","","dental|medical","","false","",""
"AIKIN","10514","Harmony Health Plan","","10514|36406|HARHP14163|HARM1","true","false","","","true","false","","","true","false","","","true","false","","","false","false","","","true","true","","","false","false","","","false","false","","","","medical","","false","RZIUK",""
"AIKVK","CHCS","CHCS Services Incorporated","","3003|75895|7827|CHCS|XCHCS|Z10899","true","false","","","true","false","","","false","false","","","false","false","","","false","false","","","true","true","MULTI_STEP","HOURS","false","false","","","false","false","","","","","","false","",""
"AIMSD","J1733","Allied Claims Administration Incorporated","","J1733","false","false","","","false","false","","","true","false","","","true","false","","","false","false","","","true","true","ONE_CLICK","","false","false","","","false","false","","","","medical","","false","",""
"AIQXW","23282","Community Care Behavioral Health Organization","","23282","true","false","","","false","false","","","true","false","","","true","false","","","false","false","","","true","true","ONE_CLICK","","false","false","","","false","false","","","","medical","","false","",""
"AITAS","47865","LifeShield National Insurance Company","LifeShield National Insurance Co.","47865","false","false","","","false","false","","","true","false","","","true","false","","","false","false","","","false","false","","","false","false","","","false","false","","","","medical","","false","",""
"AIWEQ","67524","Vital Protection","","67524","false","false","","","false","false","","","true","false","","","false","false","","","false","false","","","false","false","","","false","false","","","false","false","","","","medical","","false","",""
"AJKPI","SX155","University of Utah Health Plans","Healthy U|University of Utah Health Plan","10977|4779|5920|SX155|UNUTHP|Z1030","true","false","","","true","false","","","true","false","","","true","false","","","true","false","","","true","false","","","false","false","","","false","false","","","","dental|medical","ID|MT|NV|UT|WY","false","APYXI","https://uhealthplan.utah.edu"
"AJOXG","100338","Blue Cross Blue Shield Pennsylvania Northwest","BCBS Pennsylvania Northwest","100338","true","false","","","false","false","","","false","false","","","false","false","","","false","false","","","false","false","","","false","false","","","false","false","","","","","","false","",""
"AJZWO","LIFE1","Optum Care Network","Lifeprint Network|Optum Care Network KS-MO|Optum Medical Network|OptumCare","14456|4608|6101|LFPRT|LIFE1|LIFE1MA","true","false","","","true","false","","","true","false","","","true","false","","","false","false","","","true","true","MULTI_STEP","","true","false","","","false","false","","","","dental|medical","","false","FIVMG",""
"AKNIL","IEHP1","Inland Empire Health Plan","IEHP|Inland Empire Health","10104|6589|7743|IEHP|IEHP1|IEHP2|IEHP2MA","true","false","","","false","false","","","true","false","","","true","false","","","false","false","","","true","true","","","false","false","","","false","false","","","","dental|medical","CA","false","","https://www.iehp.org"
"AKXMG","KOVA1","Kova Healthcare Incorporated","","1298|2070|KOVA1","false","false","","","false","false","","","true","false","","","true","false","","","false","false","","","true","true","","","false","false","","","false","false","","","","medical","","false","",""
"AKYEK","21415","Dakota Fire","EMC Property and Casualty Workers' Compensation Only|Employers Mutual Casualty Workers' Compensation Only|Hamilton Mutual Workers' Compensation|Illinois EMCASCO","21415","false","false","","","false","false","","","true","false","","","true","false","","","false","false","","","true","true","ONE_CLICK","","false","false","","","false","false","","","","medical","","false","",""
"ALFOV","33632","Concordia Care Incorporated","","33632|7137","false","false","","","false","false","","","true","false","","","true","false","","","false","false","","","false","false","","","false","false","","","false","false","","","","medical","","false","",""
"ALPYV","34189","Ohio Health Choice","","1860|34189","false","false","","","false","false","","","true","false","","","true","false","","","false","false","","","false","false","","","false","false","","","false","false","","","","medical","","false","",""
"AMCKE","SMTN0","Medicare Tennessee Part B","Medicare Tennessee Part B (Cahaba)|Palmetto GBA (PGBA) - Tennessee","10312|SMTN0|TNMCR","true","true","ONE_CLICK","HOURS","false","false","","","true","true","","","false","false","","","false","false","","","true","true","","","false","false","","","false","false","","","","dental|medical","","false","",""
"AMKGH","SPSCN","SCAN Health Maintenance Organization California","SCAN HMO California|SCAN Health Plan California|Village Health Plan","10178|2983|4464|72261|72261MA|SCAN1|SCNHMO|SPSCN","true","false","","","false","false","","","true","false","","","true","false","","","false","false","","","true","true","","","false","false","","","false","false","","","","dental|medical|vision","","false","",""
"ANGQC","QMDPO","Qual Medical Portland","QualMed Portland","QMDPO","false","false","","","false","false","","","true","false","","","false","false","","","false","false","","","false","false","","","false","false","","","false","false","","","","medical","","false","",""
"ANOKM","37137","Hospital Sisters Health System Medical Group Independent Practice Association","HSHS Medical Group IPA","37137|4747","false","false","","","false","false","","","true","false","","","true","false","","","false","false","","","true","true","ONE_CLICK","","false","false","","","false","false","","","","medical","","false","",""
"ANRPM","11149","University Medical Center","","11149|8060|9777","false","false","","","false","false","","","true","false","","","true","false","","","false","false","","","false","false","","","false","false","","","false","false","","","","medical","","false","",""
"ANSAK","A0107","Housing Authority El Paso (Texas)","","A0107","false","false","","","false","false","","","true","false","","","true","false","","","false","false","","","true","true","ONE_CLICK","","false","false","","","false","false","","","","medical","","false","",""
"ANSCU","84367","Braven Health","","14321|5000|84367|84367MA|8844|BRAVEN","true","false","","","true","false","","","true","false","","","true","false","","","false","false","","","true","true","","","false","false","","","false","false","","","","dental|medical","NJ","false","","https://bravenhealth.com"
"ANYAY","A0067","HealthSmart Management Services Organization","Angeles IPA|Asian Community Medical Group Incorporated|Associated Dignity Medical Group Professional Corporation|Associated Physicians Medical Group Incorporated|California Pacific Physicians Medical Group Incorporated|HealthSmart Management Services Organization Incorporated|Healthy New Life Medical Corporation|Korean American Medical Group|New Life Medical Group Incorporated|Noble Mid-Orange County (HealthSmart)|Orange County Advantage Medical Group|Regent Medical Group Incorporated (Regent Family Practice of Glendale)|Saigon Medical Group Incorporated|Southland Advantage Medical Group Incorporated|St. Peter Medical Group Incorporated","A0067","false","false","","","false","false","","","true","false","","","true","false","","","false","false","","","false","false","","","false","false","","","false","false","","","","","","false","",""
"AOGXN","88082","Prominence Health Plan","","2700|7568|88082","false","false","","","false","false","","","true","false","","","true","false","","","true","false","","","false","false","","","false","false","","","false","false","","","","dental|medical","FL|NV|TX","false","",""
"AOJEA","J1500","Workforce Safety and Insurance (WSI)","","J1500","false","false","","","false","false","","","true","false","","","true","false","","","false","false","","","true","true","ONE_CLICK","","false","false","","","false","false","","","","medical","","false","",""
"AOMEV","45282","CareFirst BlueCross BlueShield Medicare Advantage","CareFirst BCBS Medicare Advantage|University of Maryland Health Advantage","45282|45282MA|7487|9643","true","false","","","true","false","","","true","false","","","true","false","","","false","false","","","true","true","MULTI_STEP","","false","false","","","false","false","","","","medical","","false","",""
"AOQAR","130","Anthem Blue Cross Blue Shield of Indiana","Anthem Blue Cross Blue Shield Indiana|Anthem Blue Cross Blue Shield Indiana (Medicaid Reclamation)|Anthem Blue Cross Blue Shield Indiana Dental|Blue Cross Blue Shield of Indiana (FEP)","00130|00630|10258|130|1412|3502|630|AD130|INBCBS|INBLS|SB630|TLU89|ZBIN0|ZBIN0MA","true","false","","","true","false","","","true","false","","","true","false","","","true","false","","","true","true","ONE_CLICK","INSTANT","false","false","","","true","false","","","","dental|medical|vision","","false","VJLBL",""
"AOQPG","J1094","PHH Fleet America","","J1094","false","false","","","false","false","","","true","false","","","true","false","","","false","false","","","true","true","ONE_CLICK","","false","false","","","false","false","","","","medical","","false","",""
"AOSWV","AUMG1","All United Medical Group","","7040|9423|AUMG1","false","false","","","false","false","","","true","false","","","true","false","","","false","false","","","true","true","ONE_CLICK","","false","false","","","false","false","","","","medical","","false","",""
"AOYNS","RP036","MultiCare Connected Care","","6098|9276|RP036","false","false","","","false","false","","","true","false","","","true","false","","","false","false","","","true","true","","","false","false","","","false","false","","","","medical","","false","",""
"APFNY","16107","Univera Healthcare Hospital","","16107","false","false","","","false","false","","","false","false","","","false","false","","","false","false","","","true","true","","","false","false","","","false","false","","","","","","false","",""
"APNHC","J1032","Brunswick Corporation","","J1032","false","false","","","false","false","","","true","false","","","true","false","","","false","false","","","true","true","ONE_CLICK","","false","false","","","false","false","","","","medical","","false","",""
"APSMC","MBILUNOSSN","CMS MBI Lookup Without SSN","CMS MBI Lookup Without Social Security Number","MBILUNOSSN","true","true","ONE_CLICK","DAYS","false","false","","","false","false","","","false","false","","","false","false","","","false","false","","","false","false","","","false","false","","","","dental|medical","","false","",""
"AQPVA","00290","Indian Health Services","","00290|5865|8921","false","false","","","false","false","","","true","false","","","true","false","","","false","false","","","false","false","","","false","false","","","false","false","","","","medical","","false","",""
"AQXVB","AUDIO","AudioNet - National Elevator","AudioNet National Elevator","2861|AUDIO","false","false","","","false","false","","","true","false","","","false","false","","","false","false","","","false","false","","","false","false","","","false","false","","","","medical","","false","",""
"ARZKP","GCVCP","Cardiovascular Care Providers Incorporated (CVCP)","","4276|5553|GCVCP","false","false","","","false","false","","","true","false","","","true","false","","","false","false","","","true","true","ONE_CLICK","","false","false","","","false","false","","","","medical","","false","",""
"ASIMC","37276","Group Insurance Service Center Incorporated","","37276","false","false","","","false","false","","","false","false","","","false","false","","","false","false","","","true","true","","","false","false","","","false","false","","","","","","false","",""
"ASKVB","MBILU","CMS MBI Lookup","","MBILU","true","true","ONE_CLICK","DAYS","false","false","","","false","false","","","false","false","","","false","false","","","false","false","","","false","false","","","false","false","","","","dental|medical","","false","",""
"ASLGA","91051","Kaiser Foundation Health Plan Washington","Kaiser Foundation Health Plan Washington Options|Kaiser Permanente of Washington (KPWA)","10608|6511|8405|91051|91051MA|GRPNW","true","false","","","true","false","","","true","false","","","true","false","","","false","false","","","true","true","MULTI_STEP","","false","false","","","false","false","","","","dental|medical","","false","XKDBO",""
"ASMRH","J1532","California Insurance Guarantee Association (CIGA)","CIGA","J1532","false","false","","","false","false","","","true","false","","","true","false","","","false","false","","","false","false","","","false","false","","","false","false","","","","medical","","false","",""
"ASQFX","DRHCP","Doctors HealthCare Plans","","14528|2004|8135|DRHCP","true","false","","","false","false","","","true","false","","","true","false","","","false","false","","","true","true","ONE_CLICK","","false","false","","","false","false","","","","medical","","false","","https://www.doctorshcp.com"
"ASRYM","10757","IlliniCare Health Plan","","10757","true","false","","","true","false","","","false","false","","","false","false","","","false","false","","","false","false","","","false","false","","","false","false","","","","","","false","",""
"ASTRV","COHMO","HMO Colorado","","COHMO","false","false","","","false","false","","","true","false","","","false","false","","","false","false","","","false","false","","","false","false","","","false","false","","","","medical","","false","",""
"ASVUF","13382","Orthonet Uniformed Services Family Health Plan","Orthonet US Family Health Plan","13382","false","false","","","false","false","","","true","false","","","false","false","","","false","false","","","false","false","","","false","false","","","false","false","","","","","","false","",""
"ASWRA","C1044","Hartford Life and Accident Insurance Company","","C1044","false","false","","","false","false","","","true","false","","","true","false","","","false","false","","","true","true","ONE_CLICK","","false","false","","","false","false","","","","medical","","false","",""
"ASZGZ","16307","CarePartners of Connecticut","","16307|16307MA|2033|8170","true","false","","","false","false","","","true","false","","","true","false","","","false","false","","","true","true","","","false","false","","","false","false","","","","dental|medical|vision","","false","CNSWD",""
"ATGYO","43178","Joplin Claims","","1659|3255|43178","false","false","","","false","false","","","true","false","","","true","false","","","true","false","","","true","true","","","false","false","","","false","false","","","","dental|medical","","false","",""
"ATKAX","37248","BeneSys","BeneSys Incorporated","37248","false","false","","","false","false","","","true","false","","","true","false","","","false","false","","","true","true","MULTI_STEP","HOURS","false","false","","","false","false","","","","medical","","false","","https://www.benesys.com"
"ATLYG","J1876","Orange County Fire Authority","","J1876","false","false","","","false","false","","","true","false","","","true","false","","","false","false","","","true","true","ONE_CLICK","","false","false","","","false","false","","","","medical","","false","",""
"ATOAG","ARA01","AgeRight Advantage","","00369|1214|16575|3937|ARA01","true","false","","","true","false","","","true","false","","","true","false","","","false","false","","","true","true","ONE_CLICK","DAYS","false","false","","","false","false","","","","medical","","false","",""
"ATPTB","CX021","CompBenefits","Alief Independent School District|Chicago Transit Authority|City of Chicago|City of Sugar Land|College Insurance Program|CompBenefits Corporation|Florida Combined Life|Humana Dental Insurance Co|Humana Insurance Company|Humana Specialty Benefits|Local Government Health Plan|Security Dental Plan|State of Illinois|Union Fidelity Life Insurance Company","00147|9252|CX021","true","false","","","true","false","","","false","false","","","false","false","","","true","false","","","true","true","ONE_CLICK","DAYS","false","false","","","false","false","","","","dental","IL","false","","https://www.compbenefits.com"
"ATYQS","86047","UnitedHealthcare Community Plan New Jersey","AmeriChoice of New Jersey","10018|12243|2806|7510|86001|86047|86047MA|ACNJ|KCKES","true","false","","","true","false","","","true","false","","","true","false","","","false","false","","","true","true","","","false","false","","","true","false","","","","dental|medical|vision","","false","FIVMG",""
"AUJNU","VUIPA","Vitruvian Care Incorporated","","VUIPA","false","false","","","false","false","","","true","false","","","true","false","","","false","false","","","false","false","","","false","false","","","false","false","","","","medical","","false","",""
"AUKMC","00602","Healthy Blue North Carolina","Blue Cross and Blue Shield of North Carolina|Healthy Blue Care Together|Healthy Blue of North Carolina|HealthyBlue Care Together","00544|00602|00602MA|14422|5022|5086|602|9133|HBLUNC","true","false","","","true","false","","","true","false","","","true","false","","","false","false","","","true","true","ONE_CLICK","INSTANT","false","false","","","true","false","","","","dental|medical","","false","","https://www.healthybluenc.com"
"AUNUA","95271","Pinnacle Medical Group","","1106|3945|95271","false","false","","","false","false","","","true","false","","","true","false","","","false","false","","","true","true","","","false","false","","","false","false","","","","medical","","false","",""
"AUOKO","J1792","City of Banning (California)","","J1792","false","false","","","false","false","","","true","false","","","true","false","","","false","false","","","true","true","ONE_CLICK","","false","false","","","false","false","","","","medical","","false","",""
"AURIM","20172","Pennsylvania Program of All-Inclusive Care for the Elderly","Pennsylvania PACE","20172|5603|6228","false","false","","","false","false","","","true","false","","","true","false","","","false","false","","","false","false","","","false","false","","","false","false","","","","medical","","false","",""
"AUWOS","J1942","CoreCivic (formerly Corrections Corporation of America)","Corrections Corporation of America (CCA)","J1942","false","false","","","false","false","","","true","false","","","true","false","","","false","false","","","true","true","ONE_CLICK","","false","false","","","false","false","","","","medical","","false","",""
"AVFAR","J1721","City of Omaha (Nebraska)","","J1721","false","false","","","false","false","","","true","false","","","true","false","","","false","false","","","true","true","ONE_CLICK","","false","false","","","false","false","","","","medical","","false","",""
"AVLDT","68024","Aetna Better Health Illinois","IlliniCare Health Plan","10892|5013|68024|68024MA|8861","true","false","","","true","false","","","true","false","","","true","false","","","false","false","","","true","true","","","false","false","","","false","false","","","","dental|medical","","false","IWQUE",""
"AVWIW","33600","Helmsman Management Services","Liberty Mutual|Liberty Mutual Middle Markets|Liberty Northwest|Liberty Wausau","33600","false","false","","","false","false","","","true","false","","","true","false","","","false","false","","","false","false","","","false","false","","","false","false","","","","medical","","false","",""
"AWBDZ","55891","Blue Cross Blue Shield of North Dakota","Blue Cross Blue Shield North Dakota|Blue Cross ND (North Dakota Dental Service)","00820|10478|2411|55891|5593|CX004|NDBCBP|NDBLS|SB820","true","false","","","true","false","","","true","false","","","true","false","","","true","false","","","true","true","ONE_CLICK","INSTANT","false","false","","","false","false","","","","dental|medical|vision","ND","false","",""
"AWRNK","J1628","Xcel Energy","","J1628","false","false","","","false","false","","","true","false","","","true","false","","","false","false","","","true","true","ONE_CLICK","","false","false","","","false","false","","","","medical","","false","",""
"AWTWA","19801","Argonaut Insurance Company (Argo)","","19801","false","false","","","false","false","","","true","false","","","true","false","","","false","false","","","true","true","ONE_CLICK","","false","false","","","false","false","","","","medical","","false","",""
"AWYOP","J1574","GuideOne Mutual Insurance","","J1574","false","false","","","false","false","","","true","false","","","true","false","","","false","false","","","true","true","ONE_CLICK","","false","false","","","false","false","","","","medical","","false","",""
"AXHCO","23287","InterGroup Services Corporation","","23287|2961|5485","false","false","","","false","false","","","true","false","","","true","false","","","false","false","","","false","false","","","false","false","","","false","false","","","","medical","","false","",""
"AXLJS","61425","Trustmark","Trustmark Insurance Company|Trustmark Mutual Holding Company|Trustmark Small Business Benefits","00044|10190|4541|61425|6401|TRSMRK","true","false","","","true","false","","","true","false","","","true","false","","","false","false","","","true","true","ONE_CLICK","DAYS","false","false","","","false","false","","","","medical|vision","","false","FWJND","https://trustmarkbenefits.com"
"AXVRU","Z96364","Lumico Life Insurance Company","","11236|Z96364","true","false","","","false","false","","","false","false","","","false","false","","","false","false","","","false","false","","","false","false","","","false","false","","","","dental|medical|vision","","false","WLBWR",""
"AXWXT","10870","FirstCare Health Plans","Baylor Scott & White Health|FirstCare|FirstCare Medicaid","10870|1995|7435|94999|FRTCR|TH003","true","false","","","false","false","","","true","false","","","true","false","","","false","false","","","true","true","MULTI_STEP","","false","false","","","false","false","","","","dental|medical","","false","","https://www.firstcare.com"
"AXZXQ","11328","HealthCare Partners","HealthCare Partners IPA|HealthCare Partners, MSO","11328|11328MA|1723|2920|HCP01","true","false","","","false","false","","","true","false","","","true","false","","","false","false","","","true","true","MULTI_STEP","HOURS","false","false","","","false","false","","","","medical","NY","false","","https://www.healthcarepartnersny.com"
"AYDPQ","RP111","Cornerstone Hospice and Palliative Care, Inc.","","RP111","false","false","","","false","false","","","true","false","","","true","false","","","false","false","","","false","false","","","false","false","","","false","false","","","","medical","","false","",""
"AYFYK","31057","MedCore Health Plan","MedCore HP","31057|4266","false","false","","","false","false","","","true","false","","","true","false","","","false","false","","","false","false","","","false","false","","","false","false","","","","medical","","false","",""
"AYIUS","36373","Prairie States Enterprises Incorporated","","00148|11071|36373|3891|3984","true","false","","","false","false","","","true","false","","","true","false","","","false","false","","","true","true","ONE_CLICK","DAYS","false","false","","","false","false","","","","dental|medical","","false","",""
"AYPJQ","C1043","Hartford Insurance Company of the Midwest","","C1043","false","false","","","false","false","","","true","false","","","true","false","","","false","false","","","true","true","ONE_CLICK","","false","false","","","false","false","","","","medical","","false","",""
"AYSBF","47027","Physicians Mutual Insurance Company","","00145|10167|3889|4508|47027|9727|CX068|PHYSMT|PSHGD","true","false","","","true","false","","","true","false","","","true","false","","","false","false","","","true","true","ONE_CLICK","DAYS","false","false","","","false","false","","","","medical","","false","",""
"AYUCX","SC052","Sutter Connect East Bay Region Hospitals","","SC052","false","false","","","false","false","","","true","false","","","true","false","","","false","false","","","false","false","","","false","false","","","false","false","","","","medical","","false","",""
"AYVCV","MPM57","Welcome Health","","MPM57","false","false","","","false","false","","","true","false","","","true","false","","","false","false","","","true","true","","","false","false","","","false","false","","","","medical","","false","",""
"AYWDX","J1075","Ironworking Contract I P","Ironworking Contract IP","J1075","false","false","","","false","false","","","true","false","","","true","false","","","false","false","","","true","true","ONE_CLICK","","false","false","","","false","false","","","","medical","","false","",""
